Date,Open,High,Low,Close,Wilder's RSI 14,Commodity Channel Index (CCI) 14,,,,,,
9/3/2019 15:41,185.65,185.69,185.64,185.64,61.62187,94.16651,,,,,,
9/3/2019 15:42,185.64,185.71,185.62,185.62,59.30956,82.23817,,,,,,
9/3/2019 15:43,185.62,185.65,185.62,185.62,57.00591,35.98023,,,,,,
9/3/2019 15:44,185.62,185.63,185.57,185.59,53.64114,-80.97366,,,,,,
9/3/2019 15:45,185.59,185.63,185.59,185.63,57.26409,-41.23432,,,,,,
9/3/2019 15:46,185.64,185.79,185.63,185.79,68.02521,296.8651,,,,,,
9/3/2019 15:47,185.79,185.87,185.79,185.85,70.97738,307.2068,,,,,,
9/3/2019 15:48,185.85,185.92,185.85,185.91,73.60152,227.7591,,,,,,
9/3/2019 15:49,185.91,185.91,185.83,185.84,66.09229,139.3906,,,,,,
9/3/2019 15:50,185.84,185.86,185.74,185.77,59.55066,68.82449,,,,,,
9/3/2019 15:51,185.78,185.9,185.77,185.85,63.94358,87.20997,,,,,,
9/3/2019 15:52,185.86,185.96,185.85,185.96,68.93865,119.2214,,,,,,
9/3/2019 15:53,185.96,185.97,185.85,185.92,65.3904,96.00191,,,,,,
9/3/2019 15:54,185.92,185.94,185.84,185.84,58.86588,62.74949,,,,,,
9/3/2019 15:55,185.85,185.96,185.85,185.92,62.85701,76.8602,,,,,,
9/3/2019 15:56,185.91,185.91,185.76,185.8,54.34044,14.62815,,,,,,
9/3/2019 15:57,185.8,185.81,185.69,185.69,47.92938,-64.4333,,,,,,
9/3/2019 15:58,185.69,185.74,185.67,185.73,50.22851,-97.02177,,,,,,
9/3/2019 15:59,185.73,185.73,185.66,185.66,46.36972,-141.0043,,,,,,
9/3/2019 16:00,185.66,185.74,185.62,185.66,42.8265,-134.6916,,,,,,
9/4/2019 9:31,187.42,187.55,187.38,187.47,81.72221,466.6643,,,,,,
9/4/2019 9:32,187.47,187.57,187.41,187.47,89.4509,234.6958,,,,,,
9/4/2019 9:33,187.47,187.57,187.3,187.38,87.47041,150.8858,,,,,,
9/4/2019 9:34,187.36,187.47,187.35,187.44,87.66646,114.0079,,,,,,
9/4/2019 9:35,187.47,187.5,187.39,187.48,87.80345,94.03951,,,,,,
9/4/2019 9:36,187.48,187.67,187.48,187.6,88.22608,86.86279,,,,,,
9/4/2019 9:37,187.6,187.71,187.5,187.57,87.41071,74.80598,,,,,,
9/4/2019 9:38,187.59,187.65,187.48,187.48,84.87602,61.62731,,,,,,
9/4/2019 9:39,187.48,187.51,187.39,187.49,84.92836,49.56829,,,,,,
9/4/2019 9:40,187.49,187.6,187.49,187.54,85.20375,50.9404,,,,,,
9/4/2019 9:41,187.54,187.64,187.52,187.64,85.76416,52.70035,,,,,,
9/4/2019 9:42,187.63,187.71,187.62,187.65,85.82196,59.80374,,,,,,
9/4/2019 9:43,187.65,187.68,187.58,187.67,85.94495,67.08807,,,,,,
9/4/2019 9:44,187.65,187.71,187.65,187.7,86.13914,128.7499,,,,,,
9/4/2019 9:45,187.69,187.72,187.35,187.56,80.5461,-1.562772,,,,,,
9/4/2019 9:46,187.57,187.85,187.56,187.75,82.23225,133.3352,,,,,,
9/4/2019 9:47,187.77,187.9,187.66,187.66,78.75053,131.9123,,,,,,
9/4/2019 9:48,187.66,187.69,187.61,187.61,76.80473,34.91132,,,,,,
9/4/2019 9:49,187.62,187.68,187.56,187.59,75.99574,-1.600944,,,,,,
9/4/2019 9:50,187.59,187.65,187.51,187.54,73.90036,-47.8246,,,,,,
9/4/2019 9:51,187.54,187.63,187.52,187.57,74.3574,-38.05949,,,,,,
9/4/2019 9:52,187.59,187.59,187.38,187.44,68.74231,-133.5723,,,,,,
9/4/2019 9:53,187.45,187.5,187.41,187.44,63.57238,-150.4061,,,,,,
9/4/2019 9:54,187.44,187.48,187.38,187.39,61.65181,-152.0886,,,,,,
9/4/2019 9:55,187.4,187.48,187.4,187.46,63.32249,-103.5236,,,,,,
9/4/2019 9:56,187.47,187.49,187.33,187.37,59.71997,-118.0924,,,,,,
9/4/2019 9:57,187.37,187.44,187.36,187.42,61.04579,-93.58806,,,,,,
9/4/2019 9:58,187.42,187.46,187.38,187.42,62.37933,-73.09441,,,,,,
9/4/2019 9:59,187.42,187.48,187.42,187.47,63.71698,-42.80558,,,,,,
9/4/2019 10:00,187.48,187.48,187.4,187.44,62.28612,-47.07534,,,,,,
9/4/2019 10:01,187.44,187.53,187.33,187.51,64.30046,-25.65705,,,,,,
9/4/2019 10:02,187.52,187.61,187.48,187.56,65.70956,87.305,,,,,,
9/4/2019 10:03,187.56,187.56,187.46,187.48,61.5253,46.75658,,,,,,
9/4/2019 10:04,187.48,187.51,187.45,187.51,62.48986,47.4563,,,,,,
9/4/2019 10:05,187.51,187.52,187.36,187.44,58.7868,-29.08032,,,,,,
9/4/2019 10:06,187.44,187.53,187.44,187.51,61.25912,82.48937,,,,,,
9/4/2019 10:07,187.52,187.52,187.32,187.34,52.95066,-109.3572,,,,,,
9/4/2019 10:08,187.34,187.34,187.17,187.18,46.5511,-285.1373,,,,,,
9/4/2019 10:09,187.19,187.24,187.16,187.2,47.40693,-217.5328,,,,,,
9/4/2019 10:10,187.21,187.26,187.2,187.2,48.29845,-149.2208,,,,,,
9/4/2019 10:11,187.2,187.24,187.09,187.11,44.63284,-149.048,,,,,,
9/4/2019 10:12,187.1,187.12,187.02,187.03,41.60963,-148.8303,,,,,,
9/4/2019 10:13,187.03,187.09,186.9,186.98,39.79527,-139.9012,,,,,,
9/4/2019 10:14,186.98,187.06,186.96,187.04,43.00655,-105.8676,,,,,,
9/4/2019 10:15,187.05,187.07,186.94,187.01,41.80583,-95.98524,,,,,,
9/4/2019 10:16,187.01,187.09,186.96,187.06,44.58314,-77.50793,,,,,,
9/4/2019 10:17,187.05,187.12,187.05,187.08,45.69964,-51.38739,,,,,,
9/4/2019 10:18,187.08,187.1,187.01,187.07,45.20956,-53.46669,,,,,,
9/4/2019 10:19,187.07,187.14,187.06,187.13,48.76184,-20.95076,,,,,,
9/4/2019 10:20,187.12,187.17,187.11,187.15,49.92664,17.04466,,,,,,
9/4/2019 10:21,187.15,187.16,187.11,187.16,50.53309,39.72469,,,,,,
9/4/2019 10:22,187.16,187.23,187.16,187.23,54.66741,106.9041,,,,,,
9/4/2019 10:23,187.22,187.25,187.19,187.21,53.2974,113.8133,,,,,,
9/4/2019 10:24,187.2,187.21,187.15,187.18,51.22169,83.56734,,,,,,
9/4/2019 10:25,187.18,187.19,187.07,187.08,44.94208,17.05641,,,,,,
9/4/2019 10:26,187.08,187.13,187,187.13,48.35207,-14.72167,,,,,,
9/4/2019 10:27,187.13,187.18,187.11,187.15,49.69341,44.65062,,,,,,
9/4/2019 10:28,187.15,187.26,187.13,187.26,56.40345,113.0623,,,,,,
9/4/2019 10:29,187.24,187.27,187.21,187.25,55.6768,130.9606,,,,,,
9/4/2019 10:30,187.25,187.27,187.2,187.21,52.74834,93.03425,,,,,,
9/4/2019 10:31,187.24,187.26,187.17,187.22,53.40787,68.56432,,,,,,
9/4/2019 10:32,187.22,187.25,187.22,187.24,54.7687,85.48303,,,,,,
9/4/2019 10:33,187.23,187.3,187.22,187.27,56.80612,109.6907,,,,,,
9/4/2019 10:34,187.27,187.34,187.26,187.34,61.19777,157.548,,,,,,
9/4/2019 10:35,187.34,187.37,187.32,187.32,59.34212,168.0084,,,,,,
9/4/2019 10:36,187.32,187.32,187.25,187.31,58.38736,92.00326,,,,,,
9/4/2019 10:37,187.31,187.31,187.22,187.25,52.89405,44.09903,,,,,,
9/4/2019 10:38,187.25,187.25,187.17,187.25,48.02782,-4.650074,,,,,,
9/4/2019 10:39,187.25,187.32,187.25,187.31,52.71286,76.92513,,,,,,
9/4/2019 10:40,187.31,187.31,187.23,187.23,46.67137,8.769499,,,,,,
9/4/2019 10:41,187.24,187.24,187.12,187.21,45.27512,-130.9359,,,,,,
9/4/2019 10:42,187.21,187.24,187.19,187.2,44.55627,-88.3882,,,,,,
9/4/2019 10:43,187.2,187.21,187.14,187.21,45.48835,-113.06,,,,,,
9/4/2019 10:44,187.22,187.22,187.16,187.21,46.4577,-86.62775,,,,,,
9/4/2019 10:45,187.21,187.21,187.14,187.17,43.15451,-111.8481,,,,,,
9/4/2019 10:46,187.17,187.19,187.12,187.14,40.81141,-121.043,,,,,,
9/4/2019 10:47,187.14,187.21,187.11,187.18,45.09169,-84.76588,,,,,,
9/4/2019 10:48,187.18,187.25,187.14,187.23,49.96376,-26.25189,,,,,,
9/4/2019 10:49,187.23,187.28,187.23,187.28,54.32801,74.95434,,,,,,
9/4/2019 10:50,187.28,187.28,187.26,187.28,58.24966,98.47517,,,,,,
9/4/2019 10:51,187.28,187.31,187.22,187.29,59.00732,94.07052,,,,,,
9/4/2019 10:52,187.29,187.37,187.28,187.36,63.94325,152.7871,,,,,,
9/4/2019 10:53,187.36,187.36,187.32,187.33,60.57723,138.287,,,,,,
9/4/2019 10:54,187.33,187.37,187.32,187.34,61.30801,122.1005,,,,,,
9/4/2019 10:55,187.34,187.34,187.27,187.3,56.77288,65.59731,,,,,,
9/4/2019 10:56,187.31,187.31,187.21,187.29,55.66304,24.31682,,,,,,
9/4/2019 10:57,187.29,187.29,187.19,187.25,51.34427,-11.44076,,,,,,
9/4/2019 10:58,187.24,187.32,187.24,187.28,54.21391,28.33358,,,,,,
9/4/2019 10:59,187.28,187.31,187.28,187.28,56.94835,35.3794,,,,,,
9/4/2019 11:00,187.28,187.34,187.27,187.33,61.1168,64.05862,,,,,,
9/4/2019 11:01,187.34,187.43,187.33,187.37,64.10999,155.9709,,,,,,
9/4/2019 11:02,187.37,187.4,187.32,187.39,65.53894,123.225,,,,,,
9/4/2019 11:03,187.39,187.43,187.39,187.42,67.62093,161.7524,,,,,,
9/4/2019 11:04,187.42,187.43,187.4,187.4,64.8091,128.2448,,,,,,
9/4/2019 11:05,187.39,187.4,187.36,187.39,63.39084,77.03756,,,,,,
9/4/2019 11:06,187.39,187.4,187.3,187.34,56.70492,18.89075,,,,,,
9/4/2019 11:07,187.34,187.34,187.31,187.34,50.92107,-5.781958,,,,,,
9/4/2019 11:08,187.34,187.39,187.34,187.39,55.77858,54.23782,,,,,,
9/4/2019 11:09,187.39,187.44,187.39,187.4,56.70103,92.61649,,,,,,
9/4/2019 11:10,187.4,187.41,187.37,187.4,57.65236,61.44358,,,,,,
9/4/2019 11:11,187.4,187.42,187.36,187.41,58.63264,60.61868,,,,,,
9/4/2019 11:12,187.41,187.45,187.41,187.43,60.59436,118.1814,,,,,,
9/4/2019 11:13,187.42,187.42,187.36,187.36,51.40248,-1.273642,,,,,,
9/4/2019 11:14,187.36,187.37,187.31,187.35,50.23072,-115.7727,,,,,,
9/4/2019 11:15,187.35,187.35,187.3,187.31,45.73614,-145.308,,,,,,
9/4/2019 11:16,187.31,187.34,187.29,187.34,49.39267,-112.8118,,,,,,
9/4/2019 11:17,187.34,187.36,187.32,187.32,47.1145,-76.58269,,,,,,
9/4/2019 11:18,187.32,187.39,187.32,187.39,54.9499,0.5643099,,,,,,
9/4/2019 11:19,187.39,187.39,187.35,187.37,52.55337,10.74424,,,,,,
9/4/2019 11:20,187.37,187.4,187.35,187.36,51.34842,7.152419,,,,,,
9/4/2019 11:21,187.36,187.4,187.36,187.36,50.11109,8.76106,,,,,,
9/4/2019 11:22,187.36,187.38,187.34,187.38,52.57439,-8.749327,,,,,,
9/4/2019 11:23,187.38,187.44,187.37,187.43,58.13689,121.3509,,,,,,
9/4/2019 11:24,187.43,187.48,187.42,187.47,61.98049,187.8602,,,,,,
9/4/2019 11:25,187.46,187.47,187.41,187.42,55.16359,115.2314,,,,,,
9/4/2019 11:26,187.42,187.44,187.38,187.41,53.88782,74.50353,,,,,,
9/4/2019 11:27,187.41,187.44,187.4,187.43,56.07578,85.61425,,,,,,
9/4/2019 11:28,187.43,187.5,187.43,187.48,61.05401,137.1328,,,,,,
9/4/2019 11:29,187.49,187.53,187.49,187.49,61.98289,157.5197,,,,,,
9/4/2019 11:30,187.5,187.6,187.5,187.58,69.1152,195.362,,,,,,
9/4/2019 11:31,187.58,187.6,187.56,187.6,70.4426,177.1909,,,,,,
9/4/2019 11:32,187.6,187.68,187.58,187.67,74.56212,180.2456,,,,,,
9/4/2019 11:33,187.67,187.74,187.67,187.7,76.09965,174.3544,,,,,,
9/4/2019 11:34,187.71,187.71,187.65,187.68,72.9339,124.8311,,,,,,
9/4/2019 11:35,187.68,187.77,187.66,187.74,76.14061,124.5869,,,,,,
9/4/2019 11:36,187.74,187.82,187.74,187.76,77.11324,130.2007,,,,,,
9/4/2019 11:37,187.76,187.8,187.73,187.75,75.45692,103.8548,,,,,,
9/4/2019 11:38,187.76,187.78,187.74,187.76,76.0118,88.93188,,,,,,
9/4/2019 11:39,187.76,187.79,187.72,187.73,70.8352,71.80039,,,,,,
9/4/2019 11:40,187.72,187.76,187.72,187.73,65.99504,59.16438,,,,,,
9/4/2019 11:41,187.73,187.8,187.73,187.78,69.71025,75.77323,,,,,,
9/4/2019 11:42,187.78,187.83,187.76,187.78,72.89894,87.50574,,,,,,
9/4/2019 11:43,187.78,187.82,187.77,187.8,74.07479,91.60368,,,,,,
9/4/2019 11:44,187.81,187.81,187.78,187.79,72.38247,85.50015,,,,,,
9/4/2019 11:45,187.79,187.83,187.79,187.82,74.27991,113.9257,,,,,,
9/4/2019 11:46,187.82,187.84,187.8,187.83,74.89837,126.9002,,,,,,
9/4/2019 11:47,187.83,187.84,187.82,187.83,75.53198,123.7977,,,,,,
9/4/2019 11:48,187.83,187.84,187.78,187.78,66.48944,50.16945,,,,,,
9/4/2019 11:49,187.78,187.79,187.75,187.78,58.89613,-28.5523,,,,,,
9/4/2019 11:50,187.79,187.81,187.77,187.79,59.88232,15.92749,,,,,,
9/4/2019 11:51,187.79,187.82,187.77,187.78,58.37403,10.63144,,,,,,
9/4/2019 11:52,187.78,187.8,187.74,187.76,55.36802,-67.10599,,,,,,
9/4/2019 11:53,187.76,187.77,187.73,187.75,53.87527,-124.3971,,,,,,
9/4/2019 11:54,187.75,187.77,187.74,187.75,52.35518,-126.9404,,,,,,
9/4/2019 11:55,187.75,187.78,187.73,187.76,53.7602,-104.6319,,,,,,
9/4/2019 11:56,187.76,187.78,187.74,187.76,55.18347,-77.78942,,,,,,
9/4/2019 11:57,187.76,187.77,187.74,187.74,51.75249,-90.92535,,,,,,
9/4/2019 11:58,187.74,187.75,187.71,187.73,50.07355,-122.8101,,,,,,
9/4/2019 11:59,187.74,187.75,187.72,187.74,51.75896,-95.25063,,,,,,
9/4/2019 12:00,187.74,187.79,187.73,187.78,57.87736,-4.685108,,,,,,
9/4/2019 12:01,187.78,187.8,187.76,187.77,55.96701,51.01761,,,,,,
9/4/2019 12:02,187.78,187.81,187.78,187.81,61.45023,147.084,,,,,,
9/4/2019 12:03,187.82,187.83,187.8,187.81,66.00862,160.4771,,,,,,
9/4/2019 12:04,187.81,187.87,187.8,187.86,70.67724,200.3771,,,,,,
9/4/2019 12:05,187.86,187.86,187.84,187.85,68.64771,168.4283,,,,,,
9/4/2019 12:06,187.85,187.87,187.81,187.82,62.81702,103.6938,,,,,,
9/4/2019 12:07,187.81,187.82,187.8,187.81,60.95657,49.11514,,,,,,
9/4/2019 12:08,187.81,187.83,187.8,187.81,59.07243,47.49185,,,,,,
9/4/2019 12:09,187.81,187.84,187.81,187.82,60.3909,58.32777,,,,,,
9/4/2019 12:10,187.82,187.83,187.79,187.8,56.47532,20.9136,,,,,,
9/4/2019 12:11,187.79,187.8,187.73,187.73,45.38502,-91.93626,,,,,,
9/4/2019 12:12,187.74,187.82,187.74,187.82,57.06063,-20.74509,,,,,,
9/4/2019 12:13,187.82,187.83,187.8,187.82,65.09634,30.39349,,,,,,
9/4/2019 12:14,187.81,187.81,187.78,187.79,60.99723,-56.0087,,,,,,
9/4/2019 12:15,187.8,187.8,187.76,187.77,58.36145,-115.3888,,,,,,
9/4/2019 12:16,187.77,187.78,187.71,187.71,51.20873,-193.155,,,,,,
9/4/2019 12:17,187.71,187.71,187.59,187.63,43.54509,-265.1441,,,,,,
9/4/2019 12:18,187.64,187.64,187.53,187.54,36.86102,-242.1408,,,,,,
9/4/2019 12:19,187.53,187.6,187.53,187.59,42.17142,-170.4702,,,,,,
9/4/2019 12:20,187.59,187.63,187.58,187.61,44.19362,-108.9725,,,,,,
9/4/2019 12:21,187.62,187.67,187.6,187.66,48.99487,-64.71409,,,,,,
9/4/2019 12:22,187.66,187.66,187.64,187.64,47.24371,-52.0204,,,,,,
9/4/2019 12:23,187.65,187.65,187.63,187.65,48.23912,-46.12764,,,,,,
9/4/2019 12:24,187.65,187.66,187.62,187.66,49.27147,-36.53296,,,,,,
9/4/2019 12:25,187.66,187.66,187.62,187.64,47.24355,-36.97211,,,,,,
9/4/2019 12:26,187.64,187.65,187.62,187.63,46.22001,-37.55923,,,,,,
9/4/2019 12:27,187.63,187.66,187.63,187.65,48.61769,-14.36457,,,,,,
9/4/2019 12:28,187.65,187.66,187.64,187.64,47.47792,0.5224003,,,,,,
9/4/2019 12:29,187.64,187.65,187.64,187.65,48.77129,26.89076,,,,,,
9/4/2019 12:30,187.65,187.66,187.64,187.64,47.51131,51.33682,,,,,,
9/4/2019 12:31,187.64,187.72,187.63,187.71,56.07196,160.6641,,,,,,
9/4/2019 12:32,187.71,187.71,187.69,187.7,54.6983,220.3374,,,,,,
9/4/2019 12:33,187.7,187.72,187.69,187.7,53.29231,179.1224,,,,,,
9/4/2019 12:34,187.7,187.7,187.58,187.64,45.7083,-55.99772,,,,,,
9/4/2019 12:35,187.64,187.64,187.59,187.62,43.48622,-130.0412,,,,,,
9/4/2019 12:36,187.62,187.67,187.62,187.66,48.84278,-11.9939,,,,,,
9/4/2019 12:37,187.67,187.7,187.64,187.68,51.32512,58.91238,,,,,,
9/4/2019 12:38,187.68,187.74,187.67,187.69,52.56636,113.8243,,,,,,
9/4/2019 12:39,187.69,187.7,187.66,187.67,49.83147,40.846,,,,,,
9/4/2019 12:40,187.67,187.73,187.67,187.71,54.88681,97.16627,,,,,,
9/4/2019 12:41,187.71,187.71,187.66,187.7,53.436,53.85563,,,,,,
9/4/2019 12:42,187.7,187.75,187.7,187.73,57.09617,131.3883,,,,,,
9/4/2019 12:43,187.72,187.75,187.71,187.75,59.38863,134.235,,,,,,
9/4/2019 12:44,187.75,187.76,187.72,187.74,57.72895,126.05,,,,,,
9/4/2019 12:45,187.74,187.77,187.7,187.76,60.12885,111.9093,,,,,,
9/4/2019 12:46,187.77,187.82,187.75,187.81,65.41805,174.7726,,,,,,
9/4/2019 12:47,187.8,187.87,187.8,187.85,68.9655,188.0895,,,,,,
9/4/2019 12:48,187.86,187.95,187.86,187.88,71.33952,205.2929,,,,,,
9/4/2019 12:49,187.88,187.97,187.88,187.97,77.01908,189.0872,,,,,,
9/4/2019 12:50,187.97,188.11,187.97,188.09,82.10971,205.8271,,,,,,
9/4/2019 12:51,188.09,188.09,188.04,188.04,74.68538,154.3708,,,,,,
9/4/2019 12:52,188.04,188.11,188.04,188.09,76.93166,132.6719,,,,,,
9/4/2019 12:53,188.08,188.09,188.04,188.07,74.10094,103.32,,,,,,
9/4/2019 12:54,188.06,188.08,188.02,188.07,71.27657,83.89912,,,,,,
9/4/2019 12:55,188.07,188.08,188.04,188.08,71.85423,77.01236,,,,,,
9/4/2019 12:56,188.07,188.14,188.04,188.1,73.02361,79.85356,,,,,,
9/4/2019 12:57,188.1,188.12,188.07,188.11,73.61348,73.74873,,,,,,
9/4/2019 12:58,188.11,188.12,188.08,188.08,68.75396,63.68524,,,,,,
9/4/2019 12:59,188.08,188.08,188.06,188.07,67.16319,43.50825,,,,,,
9/4/2019 13:00,188.07,188.09,188.04,188.08,67.96149,38.44832,,,,,,
9/4/2019 13:01,188.08,188.11,188.05,188.07,66.22756,43.76419,,,,,,
9/4/2019 13:02,188.06,188.15,188.05,188.14,71.67729,135.1059,,,,,,
9/4/2019 13:03,188.14,188.18,188.12,188.14,75.8705,220.3408,,,,,,
9/4/2019 13:04,188.14,188.16,188.13,188.14,79.18864,159.6648,,,,,,
9/4/2019 13:05,188.14,188.15,188.08,188.09,71.61217,45.11386,,,,,,
9/4/2019 13:06,188.09,188.14,188.08,188.14,74.26392,72.97884,,,,,,
9/4/2019 13:07,188.15,188.17,188.12,188.13,72.80012,109.3915,,,,,,
9/4/2019 13:08,188.13,188.15,188.1,188.11,69.83317,45.84546,,,,,,
9/4/2019 13:09,188.11,188.15,188.1,188.14,71.69608,65.21783,,,,,,
9/4/2019 13:10,188.14,188.15,188.12,188.14,73.46101,74.63722,,,,,,
9/4/2019 13:11,188.14,188.15,188.09,188.1,67.42471,1.495417,,,,,,
9/4/2019 13:12,188.1,188.16,188.1,188.13,69.45236,47.45171,,,,,,
9/4/2019 13:13,188.13,188.13,188.1,188.1,65.08923,-32.39669,,,,,,
9/4/2019 13:14,188.1,188.12,188.09,188.12,66.59512,-52.44008,,,,,,
9/4/2019 13:15,188.12,188.14,188.09,188.12,68.07801,-41.82329,,,,,,
9/4/2019 13:16,188.12,188.12,188.09,188.09,63.52068,-122.354,,,,,,
9/4/2019 13:17,188.09,188.09,188.06,188.09,59.24927,-195.1176,,,,,,
9/4/2019 13:18,188.09,188.11,188.04,188.04,52.86774,-217.5398,,,,,,
9/4/2019 13:19,188.04,188.09,188.04,188.09,57.76647,-137.9968,,,,,,
9/4/2019 13:20,188.09,188.12,188.09,188.11,59.5766,-9.948769,,,,,,
9/4/2019 13:21,188.11,188.11,188.09,188.1,58.23368,-25.9619,,,,,,
9/4/2019 13:22,188.11,188.14,188.1,188.13,61.07018,66.70154,,,,,,
9/4/2019 13:23,188.13,188.15,188.12,188.13,63.72337,104.4272,,,,,,
9/4/2019 13:24,188.13,188.13,188.09,188.11,60.75009,21.55717,,,,,,
9/4/2019 13:25,188.12,188.14,188.12,188.14,63.50045,108.7121,,,,,,
9/4/2019 13:26,188.14,188.18,188.12,188.17,66.06157,178.0321,,,,,,
9/4/2019 13:27,188.17,188.19,188.16,188.18,66.89501,183.7555,,,,,,
9/4/2019 13:28,188.18,188.19,188.15,188.17,65.17145,129.8682,,,,,,
9/4/2019 13:29,188.17,188.17,188.14,188.16,63.41195,81.58592,,,,,,
9/4/2019 13:30,188.16,188.2,188.16,188.19,66.34866,117.6523,,,,,,
9/4/2019 13:31,188.2,188.22,188.18,188.18,64.48867,119.3261,,,,,,
9/4/2019 13:32,188.18,188.2,188.17,188.2,66.5093,97.53575,,,,,,
9/4/2019 13:33,188.2,188.22,188.19,188.22,68.44305,125.3405,,,,,,
9/4/2019 13:34,188.21,188.23,188.2,188.21,66.3808,115.9939,,,,,,
9/4/2019 13:35,188.21,188.23,188.2,188.2,64.29144,97.58915,,,,,,
9/4/2019 13:36,188.2,188.2,188.15,188.17,58.36262,3.212993,,,,,,
9/4/2019 13:37,188.17,188.19,188.12,188.16,56.49342,-50.01987,,,,,,
9/4/2019 13:38,188.16,188.18,188.15,188.15,54.6071,-59.80552,,,,,,
9/4/2019 13:39,188.15,188.16,188.08,188.1,46.29391,-201.4767,,,,,,
9/4/2019 13:40,188.11,188.11,188.07,188.08,43.44362,-215.6279,,,,,,
9/4/2019 13:41,188.07,188.08,188.02,188.02,36.23727,-222.8261,,,,,,
9/4/2019 13:42,188.02,188.04,188.01,188.02,30.74504,-175.0891,,,,,,
9/4/2019 13:43,188.02,188.05,188.02,188.05,35.97054,-116.9346,,,,,,
9/4/2019 13:44,188.05,188.06,188.05,188.06,37.65825,-81.31142,,,,,,
9/4/2019 13:45,188.06,188.06,188.02,188.02,33.81707,-89.85165,,,,,,
9/4/2019 13:46,188.03,188.05,188.02,188.03,35.58534,-78.21996,,,,,,
9/4/2019 13:47,188.05,188.06,187.97,187.98,31.10733,-95.85526,,,,,,
9/4/2019 13:48,187.98,187.99,187.92,187.99,32.92692,-121.1919,,,,,,
9/4/2019 13:49,187.99,188,187.97,188,34.77921,-89.91545,,,,,,
9/4/2019 13:50,188,188.02,188,188.01,36.66288,-59.99729,,,,,,
9/4/2019 13:51,188.01,188.01,187.96,187.96,31.7273,-106.9292,,,,,,
9/4/2019 13:52,187.95,187.96,187.89,187.92,28.42861,-177.5787,,,,,,
9/4/2019 13:53,187.92,187.94,187.86,187.88,25.56702,-187.2118,,,,,,
9/4/2019 13:54,187.88,187.92,187.88,187.91,31.16418,-138.0893,,,,,,
9/4/2019 13:55,187.93,187.93,187.9,187.9,30.34423,-104.8933,,,,,,
9/4/2019 13:56,187.89,187.92,187.88,187.91,32.2635,-95.71282,,,,,,
9/4/2019 13:57,187.91,187.93,187.89,187.92,34.21264,-70.30442,,,,,,
9/4/2019 13:58,187.92,187.95,187.91,187.95,39.81103,-29.99669,,,,,,
9/4/2019 13:59,187.95,187.95,187.92,187.93,37.51822,-27.24932,,,,,,
9/4/2019 14:00,187.93,187.93,187.9,187.9,34.3256,-59.72603,,,,,,
9/4/2019 14:01,187.9,187.91,187.84,187.89,33.30864,-110.3568,,,,,,
9/4/2019 14:02,187.89,187.94,187.88,187.93,40.85928,-27.25163,,,,,,
9/4/2019 14:03,187.93,188,187.92,187.98,48.6823,98.24363,,,,,,
9/4/2019 14:04,187.97,188,187.97,188,51.44922,171.1502,,,,,,
9/4/2019 14:05,188,188.03,188,188.01,52.81798,199.35,,,,,,
9/4/2019 14:06,188.02,188.02,187.98,188,51.26163,129.8359,,,,,,
9/4/2019 14:07,188,188.02,187.98,188.02,54.17235,113.0445,,,,,,
9/4/2019 14:08,188.02,188.02,187.98,188,50.89878,84.12457,,,,,,
9/4/2019 14:09,188,188,187.95,187.97,46.37317,33.92358,,,,,,
9/4/2019 14:10,187.96,187.98,187.96,187.96,44.93953,16.53987,,,,,,
9/4/2019 14:11,187.96,188,187.93,187.93,40.85479,-14.34157,,,,,,
9/4/2019 14:12,187.93,187.95,187.93,187.93,37.21224,-47.73387,,,,,,
9/4/2019 14:13,187.93,187.94,187.78,187.8,26.2827,-185.5819,,,,,,
9/4/2019 14:14,187.8,187.86,187.79,187.84,32.82028,-163.4511,,,,,,
9/4/2019 14:15,187.84,187.86,187.84,187.86,35.88323,-122.3273,,,,,,
9/4/2019 14:16,187.85,187.89,187.84,187.89,40.28051,-85.19576,,,,,,
9/4/2019 14:17,187.88,187.88,187.84,187.84,35.86518,-89.67077,,,,,,
9/4/2019 14:18,187.84,187.85,187.81,187.84,32.07844,-91.89219,,,,,,
9/4/2019 14:19,187.83,187.9,187.83,187.88,37.74247,-46.04595,,,,,,
9/4/2019 14:20,187.88,187.93,187.88,187.92,42.871,3.374878,,,,,,
9/4/2019 14:21,187.9,187.94,187.9,187.93,44.11007,29.10524,,,,,,
9/4/2019 14:22,187.94,187.96,187.91,187.91,42.14145,45.02924,,,,,,
9/4/2019 14:23,187.9,187.95,187.89,187.9,41.15102,35.06915,,,,,,
9/4/2019 14:24,187.9,187.91,187.86,187.91,42.60374,12.81756,,,,,,
9/4/2019 14:25,187.91,187.91,187.88,187.9,41.50048,29.8432,,,,,,
9/4/2019 14:26,187.9,187.92,187.89,187.92,44.58873,65.61069,,,,,,
9/4/2019 14:27,187.92,187.92,187.88,187.9,42.19014,36.39964,,,,,,
9/4/2019 14:28,187.9,187.96,187.9,187.95,49.50253,115.7196,,,,,,
9/4/2019 14:29,187.95,187.99,187.94,187.96,50.84299,162.082,,,,,,
9/4/2019 14:30,187.96,187.98,187.92,187.94,48.09528,103.2575,,,,,,
9/4/2019 14:31,187.94,187.96,187.92,187.95,49.56192,86.29176,,,,,,
9/4/2019 14:32,187.95,187.95,187.92,187.93,46.71659,47.61022,,,,,,
